path	category	bytes	sha256
code/step3_core.py	code_or_source_input	7269	fcf3a84841e76307d7f123f1cd053cc929b3fcd45c8f3c4bb1477360ec068cdb
code/substrate_input_core.py	code_or_source_input	6295	3b7c13f9cb2c0c26e1dde1e9988ae33b67f28ce073867a9890b37f51582b2817
code/substrate_input_gains.py	code_or_source_input	1837	992342fafc5d30f12111393aac2a2500d8c339ae63ec61ba5f86243b7895e668
code/substrate_input_palc.py	code_or_source_input	4888	6ef3f08f105bddbad80d2284d81f8b4033b8685f383f8d699cea9851718ca769
code/tau_sweep_fast.py	code_or_source_input	2961	23e824b83e44c941f605e7831e66f7a558bc3e92ac7512d0725c9c4c43590e21
code/verify_release.py	code_or_source_input	1553	e3f22e967199269ebcfd3ef63dc78155e3a266ca208488d89262e09b663139df
data/aainput_asymptotic_fits.csv	derived_data	299	080caaeea99be018f29c029df70ff87d8dbbdd53453520c10fd72a2144e0af4e
data/aainput_palc_physiological.csv	derived_data	53066	f3768ec0f15ba0fcc44a6d13363a3432f8f1cea0701cd9c098c0b71b5948aca6
data/aainput_palc_physiological_down.csv	derived_data	20893	58ea424113399686fec98f334962ec24fc941046bb952d1b89dac70b96d7b67f
data/aainput_palc_proliferative.csv	derived_data	3971	856645f67b8e3ba40df44daee49130d83c93ecdbc11dc4ac504497637762cc37
data/aainput_palc_proliferative_down.csv	derived_data	18925	3f42e55b10060e0a6cf96e620e750295ed40a4717d081193119a000da0f2e1f3
data/audit_control_sweeps.csv	derived_data	18515	478efdc1bb5b5bf708b61a8f1262fa1f305d72f75fdb9b3f32ea515d09a738c1
data/constant_total_full.csv	derived_data	3843	839a9268ee74f4b3305c1800e4b9b0a53db1913cc55e9ebf4858e1a61447d684
data/control_cube_5x5x5.csv	derived_data	16844	3e74e0f3aeb0517fcb64b8d631813862b269e0ca324962d66f7ffe5909c53cfb
data/directional_pair_metrics_phys.csv	derived_data	3120	ae3f22e938873aad474530da289c55f1adf0449796a4474774ef0a679a8fc4c9
data/directional_pair_metrics_prol.csv	derived_data	3106	999807427239267caf119b8d76e3d1b968df06c293ae41e9cc23e3f2dba8236c
data/directional_skm_branch.csv	derived_data	992	6b33143919088c0f25a305e194d4f3b4c8f97e6dba71895b8d53d87abf4f5eb9
data/directional_skm_robustness.csv	derived_data	711	4c3188e37fa9a3d94b40cb7c829102ca53fa0996b4d285ee008924271307cf43
data/directional_skm_robustness_counts_ci.csv	derived_data	445	d1385ef284d4a29e1b669c5634d80cf5d4d33a81583de759795f59b00a724942
data/dynamic_hysteresis_down_T40000.csv	derived_data	580601	a4abe43eb6c4427d88a947b6c00d2e46905b5ccb99a69f7c550f2a9dec511e11
data/dynamic_hysteresis_up_T40000.csv	derived_data	578871	d58808c77e2c3d790ac23f28bcc048c6eccded6bb9c21bb3c821b833b78aa675
data/dynamic_switching_convergence.csv	derived_data	764	08ba4d624a8d62466341aee9e4a7da4be8675984105c5743f9a91ad5e142fced
data/empirical_cooperativity_grid.csv	derived_data	479	9b6a5a7639cfe7499ec3bbab4a0b1dbe74337e9ba8b4c1c464c9e98ebe52a39f
data/factorial_effects_metabolites.csv	derived_data	360	dcc4ed4ac401887366a8dd12ccf491b4692afaee05b4cd4903c9edcc62964184
data/factorial_effects_stability.csv	derived_data	165	05a719592a47aab84ca2d377a3c846568a5d4571cf1a4147693ac16fbec0614d
data/factorial_vertices.csv	derived_data	1231	4aab317c5e0531ec53a45693360ca08d84790c623eb7bd38c77858ef6df19d4e
data/fixedH_full47_a3.csv	derived_data	491	840e47f8e9ce724780142327083599c98122aa42bd155b0e59d14309f823cb18
data/fixedH_reduced_folds.csv	derived_data	250	e456c6752b147344e60b609fcc8975670a7888dea6a418e939053fa2491e71c7
data/gain_commonAA_vs_methionine.csv	derived_data	1375	6baed4c304827a6bd6fde4270de0018972b1468e45d8e73dc7e06380a9a38f67
data/hface_stability_9x9.csv	derived_data	7780	6c9491cfa27fcd9248f5f7470882ac292f7be56d7fca69388ec166f130dd07c1
data/homotopy_9paths.csv	derived_data	68641	bcdc2a80033dbbd0a6afc7b45f6e9aa691ed540084259c56dc4602cc537a97dd
data/homotopy_9paths_summary.csv	derived_data	2169	cc3056b8113e047100db1e3af9545b6f8c450841dd349f2ed02578077b1fc059
data/jacobian_complexstep_vs_finite_difference.csv	derived_data	210	080229e9d0b58c941c8db95ce912c8c8a626e32b3112d2c4e72053401f6a0739
data/m_sensitivity_q3n3.csv	derived_data	14478	3d31db3089467c46131554d5ecf71ba746628e6fc332bc0c1746eb5eadd73532
data/m_sensitivity_selected.csv	derived_data	1680	641a8601ef067618c48844485ae4af4b0d7960580f6b6d7d52bf10917c98a74d
data/mat_control_flux_match_metadata.json	derived_data	185	0e8ed55bacebed96a13c44b46b6db3ec589198ac5cff23d66ba095d6ea9e4b3b
data/mat_control_gains_constant-total.csv	derived_data	4456	f375220e1735625f6860437b54914dfb052c77b2baaf34f7b4d546a15ac583f9
data/mat_control_gains_constant-total_fullstate.csv	derived_data	20807	5afec10c33b0cb286be81f0fe30966edfa627880cbc1ca3cc3a64a6ef26b62db
data/mat_control_gains_flux-matched.csv	derived_data	4662	44036df554995745314ee6c00b0d13dbe82dd547eae5ff479afd12cbf3abc542
data/mat_control_gains_flux-matched_fullstate.csv	derived_data	21012	10a58b300cf7475eec4627209535733ab67beed286b454aae3f17e74a1be363e
data/mat_control_gains_published.csv	derived_data	4359	6b61b1e6a8fd9433cd01edad2fab71423191d49b5beceadb7a6cb6873d271835
data/mat_control_gains_published_fullstate.csv	derived_data	20717	9ceaba300e364b40838df9704a82b319ea6c8a62e27a034d1cb5e70220b569a4
data/mat_control_methionine_palc_constant-total.csv	derived_data	13620	b04cb0670914cc267e7093d5eb04bbc2b88867e72a956e60f90ae05f08756b90
data/mat_control_methionine_palc_flux-matched.csv	derived_data	4923	667ca78f0560c8715b63691a4b939aacd37b1a7ee3e49d47fcfa765024baf738
data/mat_control_methionine_palc_published.csv	derived_data	4347	0b72022dbbf82de373418e18f8e82b4fae79167ba87193f233b71a53994b00e2
data/mathml_nonholomorphic_constructs.csv	derived_data	101	d4b1b6800bac1dce474d76388604664c286aa49fe5c7538423e61afe65d10932
data/methionine_gain_vs_rho.csv	derived_data	2311	32310a804248a852c4d017044d2dbd9f37022f916a9f959bec19cc274bfd0afa
data/methionine_palc_physiological.csv	derived_data	22554	2668218624ab2cac231f5f12151510526964617cc9affa3d5c63b8306824ed11
data/methionine_palc_physiological_down.csv	derived_data	1255	378fb8791cb48fbb945348b78c47629fc20c84dd86421a081669e36044acd5cb
data/methionine_palc_physiological_fullstate.csv	derived_data	108153	68a5add1391091d58866e322b56be8257d2b6254921636a3fc2fd8e1d120537e
data/methionine_palc_proliferative.csv	derived_data	2089	f9e244241cfd513693cef4b6e5ef2e9ade6f424126cfd568259bb539a4c951c8
data/methionine_palc_proliferative_down.csv	derived_data	1028	6507d4ed69157abbc1c4d50d6196f70475ca4dc33e7e11c522a216327cfe428a
data/methionine_palc_proliferative_fullstate.csv	derived_data	10492	7dea709453659e0fb933942d7a7c2db68a3839cd4782c5002350951ce3d4bd24
data/nonstoichiometric_regulatory_dependencies.csv	derived_data	894	b49bdc5c296230b1bcf0385dc90f53ed5c00c96e9a6e4017dbd48542fc5ee69d
data/palc47_branch.csv	derived_data	10341	aeb73de12124d0f05486b3f738799ab21f59a0c396793896f475bc0f7f5f2034
data/palc47_folds.csv	derived_data	663	2bae642803f0fa7c12a04a5596027ecbede737b5d146e2485bad966d60883721
data/polyamine_mode_participation_2012.csv	derived_data	6833	ad532b308ca2f49cc7fc23316e95001c2e4509ebea5acf29010b16f1857bd9d6
data/q3n3_a2p9_full47D.csv	derived_data	577	09c3868b519208dafe4dfd74a9f93016c44a617b041a951ce8f756f6f243c86f
data/q3n3_empirical_bifurcation_branch.csv	derived_data	42823	4a6d2ee1938a1471ea4f8ce9c25cf2de92e77dd166264558a298a997529d103e
data/q3n3_exact_branch_thresholds.csv	derived_data	266	461b32dd607c3c6619529dbd24c970741772d40941981703757c734f8dca8026
data/q3n3_two_constraint_surrogate_thresholds.csv	derived_data	265	91310f3f0a1359a82c4745240c0aa6b9ea5a81576c64e03b3d6fd1e9e1858469
data/qn_complete_grid.csv	derived_data	4819	c85bf518784537f37ed6884e462f2c60da6754610ade8df8776d93d16593a18b
data/reversible_reaction_classification.csv	derived_data	1012	fb69beaf7729afc968901c0c98e1e6ea8f37999e7c5a7b1fb5e1774c2a611f68
data/rho0_cusp_q3n3.csv	derived_data	223	aff0b367a412c1d89e7a6563348c7d66be743eb1dabac44c935c6093822c8823
data/rho0_sensitivity_q3n3.csv	derived_data	24773	9190bbabaf6c8255aa4ccfe0f691e8c66052b7678c0f53dc86be7fd1088d1567
data/rho_branch.csv	derived_data	32645	48f21b565fa2398fe4e5ef2e332b5a2360a585accd68437611b83025d2f5ddeb
data/sam_asymptotic_conditional_branch.csv	derived_data	2861	12e3670bccdcdbc31af985ddd207edf92e5fbfc2098209cc8a37a5faa7c3d346
data/sam_asymptotic_simple_pole_fits.csv	derived_data	395	9d18ae4b2d6ca76b6e2bbae110ba57e79f98c7d9a230e0d44baa4177bb4aa5b9
data/sam_asymptotic_summary.csv	derived_data	580	ad615734d781bbb52f030c59aa77abc72b122aeebb7ac9df24bcd5ef0e93e0e8
data/sbml_conserved_pool_totals_v1_v2.csv	derived_data	237	86e4161f11c20b21a2eaa917d9fd693c3eb31b4c37478205df3206e3f2a4f8de
data/sbml_identity_checksums.csv	derived_data	932	102e98ff53911fcd4318ba5cc553ca81b06350126e10f2eb25ac42e2f9c54ed0
data/sbml_v1_v2_structural_diff.csv	derived_data	8560	e0592cf0fe0c17ffce0c3e8dca854dd74a0389f6422ed5d1a9750d47228a65d1
data/skm_exact_elasticities.csv	derived_data	1442	5202fcd26e5934e46384b147ced44f1fd37180ea2dbe44a447d51d6251c05ac1
data/skm_robustness.csv	derived_data	732	67b67f063b902fb9da319a97b40c167186736d48c29b1de06b87a0b7e7e7b024
data/skm_robustness_rho.csv	derived_data	2156	464eab39f354ad314d9b6a11b1af0347127590466d00b8f25c82b48a763dc6aa
data/skm_sensitivity.csv	derived_data	2712	589b1e8bd47554505d6413a01c53ea4c461f8a6c743722a12f754c8aa82a0cec
data/tauY_branch_summary.csv	derived_data	1259	0f91e37e2afe781f9e35f57ee87f2c833cc021b43e6548b73be9ff6b7a0d1348
data/tauY_branch_sweep.csv	derived_data	37675	3e19cc15db4a7c6acd69f897f811cc76853c42a5698e08172f2ad8c6f4aa0b92
environment_versions.txt	release_metadata	158	b020fccc36237ea33e73193c7320d12dff2bc32711cf8ecc04ccb9301ba760d8
requirements-lock.txt	release_metadata	60	7cc9a7650ef4bf55dd0efdab27183678af5ca6ef6b82fe1bcd83f29900125695
requirements.txt	release_metadata	52	8260c0638c7d0899d352632231bd55db3338b44e75b881ae09dd5eb452c2fb0b
